accuracy,n_classes,clf_time,train_time
1.0,2,0.12088441848754883,21.7247953414917
1.0,3,0.1647024154663086,13.800337553024292
0.99,4,0.3500020503997803,16.716038942337036
0.8916666666666667,5,0.38394761085510254,27.389180421829224
0.9607142857142857,6,0.30969834327697754,18.52824854850769
0.98,7,0.33583712577819824,18.561707019805908
0.8933333333333333,8,0.3591649532318115,39.7573401927948
0.91,9,0.48816967010498047,19.7721049785614
0.7866666666666666,10,0.7063467502593994,38.55307698249817
0.7466666666666667,11,0.76995849609375,26.49318766593933
0.7766666666666666,12,0.8320214748382568,33.17312288284302
0.7433333333333333,13,0.6990878582000732,29.828107357025146
0.75,14,0.9209918975830078,34.071314573287964
0.8133333333333334,15,0.651552677154541,36.581178188323975
0.7466666666666667,16,1.0324666500091553,27.17651104927063
0.71,17,0.7371218204498291,39.434414863586426
0.6866666666666666,18,1.174375295639038,36.633615255355835
0.65,19,1.2397849559783936,37.87037420272827
0.7266666666666667,20,0.7720234394073486,44.209776163101196
0.5133333333333333,21,0.8666603565216064,69.87877082824707
0.5366666666666666,22,1.040323257446289,32.883559465408325
0.5133333333333333,23,0.9663248062133789,57.77822971343994
0.55,24,1.5045452117919922,36.32313251495361
0.59,25,1.036634922027588,59.2877733707428
0.5666666666666667,26,1.1231086254119873,101.45031404495239
0.5666666666666667,27,1.5312590599060059,41.410356760025024
0.5766666666666667,28,1.6537456512451172,75.0089042186737
0.41333333333333333,29,1.1477489471435547,50.70099139213562
0.4633333333333333,30,1.8579304218292236,64.79402208328247
0.48,31,1.2365834712982178,41.378427267074585
0.3933333333333333,32,1.232778549194336,60.36880898475647
0.4033333333333333,33,2.001432180404663,78.29081702232361
0.35,34,1.9094429016113281,69.1920714378357
0.38,35,2.0803630352020264,81.44639325141907
0.43333333333333335,36,1.746046781539917,81.5473906993866
0.4633333333333333,37,1.4905295372009277,106.9085385799408
0.36333333333333334,38,2.3018581867218018,50.27325105667114
0.3433333333333333,39,1.5814154148101807,93.53567910194397
0.30666666666666664,40,2.348538637161255,82.99120879173279
0.36666666666666664,41,2.1020851135253906,65.02554845809937
0.36333333333333334,42,2.469385862350464,67.53067088127136
0.39666666666666667,43,1.544940710067749,78.8418915271759
0.31,44,1.6170694828033447,133.4211528301239
0.2966666666666667,45,1.6991565227508545,152.26873755455017
0.27,46,1.703373908996582,128.4555847644806
0.32666666666666666,47,2.7763800621032715,80.91806197166443
0.21,48,2.723156213760376,73.43092679977417
0.29333333333333333,49,1.7032995223999023,97.9928719997406
0.22,50,1.8021373748779297,109.91385221481323
