accuracy,n_classes,clf_time,train_time
0.9833333333333333,2,1.7675862312316895,27.205076217651367
0.85625,3,1.810490608215332,22.029098987579346
0.79,4,1.8744604587554932,25.095752716064453
0.5583333333333333,5,1.9465892314910889,24.58589744567871
0.6535714285714286,6,2.189925193786621,28.474306106567383
0.62,7,2.0521535873413086,29.831172704696655
0.5633333333333334,8,2.0998027324676514,36.42432689666748
0.5433333333333333,9,2.137277841567993,38.94042682647705
0.48,10,2.117344379425049,37.45648169517517
0.49666666666666665,11,2.22743821144104,37.63280773162842
0.4,12,2.273348093032837,29.305487632751465
0.42,13,2.770575761795044,39.65603303909302
0.25,14,3.5554583072662354,71.69027400016785
0.25,15,3.7480316162109375,54.9992196559906
0.2733333333333333,16,2.979304313659668,91.18326783180237
0.2733333333333333,17,2.4223244190216064,58.07174205780029
0.25666666666666665,18,3.8481287956237793,56.860146284103394
0.2833333333333333,19,3.8733174800872803,51.131101846694946
0.23333333333333334,20,3.139080762863159,65.77966928482056
0.15666666666666668,21,4.135157823562622,57.3417534828186
0.26666666666666666,22,4.217408895492554,78.78836011886597
0.20666666666666667,23,3.9909303188323975,90.26284885406494
0.24666666666666667,24,4.458007335662842,89.20003390312195
0.2733333333333333,25,3.025637149810791,106.7562906742096
0.19666666666666666,26,4.551280975341797,76.56312298774719
0.31666666666666665,27,4.472354412078857,77.85304975509644
0.16333333333333333,28,4.582913637161255,87.07956504821777
0.19333333333333333,29,5.030487537384033,75.36964702606201
0.13666666666666666,30,4.658815145492554,101.86878824234009
0.08333333333333333,31,4.407914638519287,76.44483923912048
0.13333333333333333,32,4.709528684616089,101.57702660560608
0.17333333333333334,33,3.5912818908691406,135.27252626419067
0.18,34,4.641315937042236,140.15713739395142
0.20666666666666667,35,4.831451892852783,105.18277525901794
0.16666666666666666,36,4.9765403270721436,73.7835443019867
0.16,37,3.700092077255249,112.66466450691223
0.13666666666666666,38,4.981844186782837,105.66081047058105
0.11666666666666667,39,5.079127788543701,146.58657574653625
0.13,40,5.455485582351685,149.21606183052063
0.18666666666666668,41,5.3476035594940186,112.37923955917358
0.17333333333333334,42,4.029090642929077,140.35612630844116
0.1,43,5.358966588973999,100.92615675926208
0.15333333333333332,44,3.263533592224121,72.26490831375122
0.09666666666666666,45,5.103106737136841,106.23758578300476
0.10333333333333333,46,5.304365634918213,110.65332460403442
0.17,47,5.1709887981414795,89.51370191574097
0.15333333333333332,48,3.66517972946167,104.83079695701599
0.12,49,3.5058507919311523,102.00723147392273
0.07333333333333333,50,5.274156332015991,137.03692364692688
